land_location,sgg_cd,emd_cd,land_gbn,bun,ji,bldg_nm,dong_nm,main_annex_gbn,purpose_cd,purpose_nm,etc_purpose_nm,household_cnt,family_cnt,ho_cnt,lon,lat
전라남도 광양시 중동 1354번지,46230,10600,0,"""1354""","""0000""",동광아파트,507동,주건축물,2000,공동주택,아파트,120,0,0,127.6934343,34.9425069
전라남도 광양시 중동 1354번지,46230,10600,0,"""1354""","""0000""",동광아파트,유치원동,주건축물,10000,교육연구시설,"유치원, 근린생활시설",0,0,4,127.6934343,34.9425069
전라남도 광양시 중동 1354번지,46230,10600,0,"""1354""","""0000""",동광아파트,509동,주건축물,2000,공동주택,아파트,122,0,0,127.6934343,34.9425069
전라남도 광양시 중동 1354번지,46230,10600,0,"""1354""","""0000""",동광아파트,503동,주건축물,2000,공동주택,아파트,165,0,0,127.6934343,34.9425069
전라남도 광양시 중동 1354번지,46230,10600,0,"""1354""","""0000""",동광아파트,504동,주건축물,2000,공동주택,아파트,180,0,0,127.6934343,34.9425069
전라남도 광양시 중동 1354번지,46230,10600,0,"""1354""","""0000""",동광아파트,상가동,주건축물,2000,공동주택,상가,0,0,19,127.6934343,34.9425069
전라남도 광양시 중동 1354번지,46230,10600,0,"""1354""","""0000""",동광아파트,508동,주건축물,2000,공동주택,아파트,120,0,0,127.6934343,34.9425069
전라남도 광양시 중동 1356-2번지,46230,10600,0,"""1356""","""0002""",선우아파트,101동,주건축물,2000,공동주택,공동주택(아파트),110,0,0,127.6922794,34.9410166
전라남도 광양시 중동 1356-2번지,46230,10600,0,"""1356""","""0002""",선우아파트,102동,주건축물,2000,공동주택,공동주택(아파트),40,0,0,127.6922794,34.9410166
전라남도 광양시 중동 1356-2번지,46230,10600,0,"""1356""","""0002""",선우아파트,103동,주건축물,2000,공동주택,생활편의시설,0,0,4,127.6922794,34.9410166
전라남도 광양시 중동 1356-2번지,46230,10600,0,"""1356""","""0002""",선우아파트,104동,주건축물,2000,공동주택,"부대시설(전기실,펌프실)",0,0,2,127.6922794,34.9410166
전라남도 광양시 중동 1358-2번지,46230,10600,0,"""1358""","""0002""",,,주건축물,2000,공동주택,"다세대주택, 근린생활시설",4,0,4,127.6936554,34.9419215
전라남도 광양시 중동 1361-20번지,46230,10600,0,"""1361""","""0020""",송림빌라,,주건축물,2000,공동주택,공동주택(다세대주택),8,0,0,127.6903365,34.9394881
전라남도 광양시 중동 1368-1번지,46230,10600,0,"""1368""","""0001""",,,주건축물,2000,공동주택,다세대주택,6,0,0,127.6862153,34.9408208
전라남도 광양시 중동 1368-7번지,46230,10600,0,"""1368""","""0007""",다세대주택,,주건축물,2000,공동주택,다세대주택,4,0,0,127.6861938,34.9407035
전라남도 광양시 중동 1372-2번지,46230,10600,0,"""1372""","""0002""",장수하이츠빌,장수하이츠빌,주건축물,2000,공동주택,다세대주택,6,0,0,127.6857458,34.940486
전라남도 광양시 중동 1376번지,46230,10600,0,"""1376""","""0000""",시영아파트,101동,주건축물,2000,공동주택,아파트,105,0,0,127.6859273,34.9417125
전라남도 광양시 중동 1376번지,46230,10600,0,"""1376""","""0000""",시영아파트,상가동,주건축물,3000,제1종근린생활시설,근린생활시설,0,12,13,127.6859273,34.9417125
전라남도 광양시 중동 1376번지,46230,10600,0,"""1376""","""0000""",시영아파트,102동,주건축물,2000,공동주택,아파트,120,0,0,127.6859273,34.9417125
전라남도 광양시 중동 1376번지,46230,10600,0,"""1376""","""0000""",중마시영아파트,부속건축물제1동,부속건축물,2000,공동주택,우산각,0,0,0,127.6859273,34.9417125
전라남도 광양시 중동 1379-5번지,46230,10600,0,"""1379""","""0005""",거송빌라,거송빌라,주건축물,2000,공동주택,"다세대주택, 근린생활시설",7,0,1,127.6868361,34.9416697
전라남도 광양시 중동 1380-7번지,46230,10600,0,"""1380""","""0007""",서울원룸,서울원룸,주건축물,2000,공동주택,다세대주택,17,0,2,127.6872748,34.9414365
전라남도 광양시 중동 1398-3번지,46230,10600,0,"""1398""","""0003""",신정식다세대주택,가,주건축물,2000,공동주택,"공동주택,외1종",6,0,1,127.6877089,34.9424563
전라남도 광양시 중동 1402-6번지,46230,10600,0,"""1402""","""0006""",무지개빌라,무지개빌라,주건축물,2000,공동주택,다세대주택,4,0,0,127.6864165,34.9426152
전라남도 광양시 중동 1403-5번지,46230,10600,0,"""1403""","""0005""",,,주건축물,2000,공동주택,"공동주택, 제1종근린생활시설",11,1,1,127.6865782,34.9432557
전라남도 광양시 중동 1416번지,46230,10600,0,"""1416""","""0000""",남양파크,106동,주건축물,2000,공동주택,아파트,60,0,0,127.6897317,34.9431105
전라남도 광양시 중동 1416번지,46230,10600,0,"""1416""","""0000""",남양파크,상가동,주건축물,2000,공동주택,상가,0,0,19,127.6897317,34.9431105
전라남도 광양시 중동 1416번지,46230,10600,0,"""1416""","""0000""",남양파크,103동,주건축물,2000,공동주택,아파트,60,0,0,127.6897317,34.9431105
전라남도 광양시 중동 1416번지,46230,10600,0,"""1416""","""0000""",남양파크,101동,주건축물,2000,공동주택,아파트,150,0,0,127.6897317,34.9431105
전라남도 광양시 중동 1416번지,46230,10600,0,"""1416""","""0000""",남양파크,102동,주건축물,2000,공동주택,아파트,135,0,0,127.6897317,34.9431105
전라남도 광양시 중동 1416번지,46230,10600,0,"""1416""","""0000""",남양파크,105동,주건축물,2000,공동주택,아파트,60,0,0,127.6897317,34.9431105
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,102동,주건축물,2000,공동주택,아파트,80,0,0,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,104동,주건축물,2000,공동주택,아파트,120,0,0,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,101동,주건축물,2000,공동주택,아파트,200,0,0,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,상가동,주건축물,2000,공동주택,"구매생활시설, 제2종근린생활시설",0,0,21,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,지하주차장-2,부속건축물,2000,공동주택,지하주차장-2,0,0,1,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,노인정및관리사무소,부속건축물,2000,공동주택,노인정및관리사무소,0,0,1,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,105동,주건축물,2000,공동주택,아파트,120,0,0,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,지하주차장-1,부속건축물,2000,공동주택,지하주차장-1,0,0,1,127.6898656,34.9453555
전라남도 광양시 중동 1418번지,46230,10600,0,"""1418""","""0000""",무등파크맨션,103동,주건축물,2000,공동주택,아파트,120,0,0,127.6898656,34.9453555
전라남도 광양시 중동 1423-3번지,46230,10600,0,"""1423""","""0003""",,스튜디오24(도시형생활주택),주건축물,2000,공동주택,"공동주택(다세대주택-원룸형도시형생활주택),제2종근린생활시설",24,0,0,127.688443,34.9451896
전라남도 광양시 중동 1434-2번지,46230,10600,0,"""1434""","""0002""",중마2주공아파트,상가동,주건축물,3000,제1종근린생활시설,상가,0,0,11,127.6860879,34.9455261
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,107동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,복지관동,주건축물,2000,공동주택,복지관,0,0,1,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,104동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,108동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,102동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,106동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,101동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,105동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1434번지,46230,10600,0,"""1434""","""0000""",중마2주공아파트,103동,주건축물,2000,공동주택,아파트,89,0,0,127.6858901,34.9457059
전라남도 광양시 중동 1542-2번지,46230,10600,0,"""1542""","""0002""",하나빌라,하나빌라,주건축물,2000,공동주택,공동주택(다세대주택),7,0,0,127.6894462,34.9491406
전라남도 광양시 중동 1566-2번지,46230,10600,0,"""1566""","""0002""",,주1동,주건축물,3000,제1종근린생활시설,"제1,2종근린생활시설",0,0,0,127.689564,34.949844
전라남도 광양시 중동 1584-1번지,46230,10600,0,"""1584""","""0001""",,,주건축물,3000,제1종근린생활시설,"제1,2종근린생활시설",0,0,0,127.6887618,34.9506262
전라남도 광양시 중동 1590번지,46230,10600,0,"""1590""","""0000""",광양써니밸리아파트,복리동,부속건축물,2000,공동주택,"펌프실,전기실,발전기실,노인정,관리사무소,독서실,MDF실,주민공동시설",0,0,0,127.6875892,34.9509297
전라남도 광양시 중동 1590번지,46230,10600,0,"""1590""","""0000""",광양써니밸리아파트,상가,주건축물,3000,제1종근린생활시설,제1종근린생활시설,0,0,13,127.6875892,34.9509297
전라남도 광양시 중동 1590번지,46230,10600,0,"""1590""","""0000""",광양써니밸리아파트,103동,주건축물,2000,공동주택,아파트,81,0,0,127.6875892,34.9509297
전라남도 광양시 중동 1590번지,46230,10600,0,"""1590""","""0000""",광양써니밸리아파트,104동,주건축물,2000,공동주택,아파트,60,0,0,127.6875892,34.9509297
전라남도 광양시 중동 1590번지,46230,10600,0,"""1590""","""0000""",광양써니밸리아파트,101동,주건축물,2000,공동주택,아파트,132,0,0,127.6875892,34.9509297
전라남도 광양시 중동 1590번지,46230,10600,0,"""1590""","""0000""",광양써니밸리아파트,105동,주건축물,2000,공동주택,아파트,44,0,0,127.6875892,34.9509297
전라남도 광양시 중동 1590번지,46230,10600,0,"""1590""","""0000""",광양써니밸리아파트,102동,주건축물,2000,공동주택,아파트,132,0,0,127.6875892,34.9509297
전라남도 광양시 중동 1592번지,46230,10600,0,"""1592""","""0000""",대광로제비앙2차,201동,주건축물,2000,공동주택,공동주택(아파트),161,161,0,127.6887353,34.9518432
전라남도 광양시 중동 1592번지,46230,10600,0,"""1592""","""0000""",대광로제비앙2차,상가동,주건축물,3000,제1종근린생활시설,근린생활시설,0,0,4,127.6887353,34.9518432
전라남도 광양시 중동 1592번지,46230,10600,0,"""1592""","""0000""",대광로제비앙2차,202동,주건축물,2000,공동주택,공동주택(아파트),231,231,0,127.6887353,34.9518432
전라남도 광양시 중동 1592번지,46230,10600,0,"""1592""","""0000""",대광로제비앙2차,지하주차장,부속건축물,2000,공동주택,지하주차장,0,0,0,127.6887353,34.9518432
전라남도 광양시 중동 1594번지,46230,10600,0,"""1594""","""0000""",대광로제비앙3차,지하주차장,부속건축물,2000,공동주택,"지하주차장,펌프실,전기실,발전기실,주민공동시설",0,0,0,127.6899843,34.951639
전라남도 광양시 중동 1594번지,46230,10600,0,"""1594""","""0000""",대광로제비앙3차,상가동,주건축물,4000,제2종근린생활시설,근린생활시설,0,0,8,127.6899843,34.951639
전라남도 광양시 중동 1594번지,46230,10600,0,"""1594""","""0000""",대광로제비앙3차,302동,주건축물,2000,공동주택,공동주택(아파트),208,0,0,127.6899843,34.951639
전라남도 광양시 중동 1594번지,46230,10600,0,"""1594""","""0000""",대광로제비앙3차,301동,주건축물,2000,공동주택,공동주택(아파트),109,0,0,127.6899843,34.951639
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,106동,주건축물,2000,공동주택,아파트(59세대),59,0,0,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,105동,주건축물,2000,공동주택,아파트(59세대),59,0,0,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,103동,주건축물,2000,공동주택,아파트(58세대),58,0,0,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,104동,주건축물,2000,공동주택,아파트(58세대),58,0,0,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,상가동,주건축물,3000,제1종근린생활시설,근린생활시설(4세대),0,0,4,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,101동,주건축물,2000,공동주택,아파트(59세대),59,0,0,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,102동,주건축물,2000,공동주택,아파트(59세대),59,0,0,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,지하주차장1,부속건축물,2000,공동주택,지하주차장,0,0,1,127.6912106,34.9516061
전라남도 광양시 중동 1597번지,46230,10600,0,"""1597""","""0000""",대광로제비앙1차아파트,지하주차장2,부속건축물,2000,공동주택,"지하주차장,전기실,발전기실,기계실",0,0,1,127.6912106,34.9516061
전라남도 광양시 중동 1650-6번지,46230,10600,0,"""1650""","""0006""",,,주건축물,4000,제2종근린생활시설,"제1,2종근린생활시설, 주택",0,0,0,127.6960417,34.9360499
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,106동,주건축물,2000,공동주택,공동주택,90,0,0,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,107동,주건축물,2000,공동주택,공동주택,136,0,0,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,108동,주건축물,2000,공동주택,공동주택,102,0,0,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,102동,주건축물,2000,공동주택,공동주택,66,0,0,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,104동,주건축물,2000,공동주택,공동주택,90,0,0,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,101동,주건축물,2000,공동주택,공동주택,120,0,0,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,103동,주건축물,2000,공동주택,공동주택,120,0,0,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,상가동,주건축물,3000,제1종근린생활시설,근린생활시설,0,0,16,127.693565,34.9368009
전라남도 광양시 중동 1655번지,46230,10600,0,"""1655""","""0000""",광양시중마지구호반리젠시빌,105동,주건축물,2000,공동주택,공동주택,120,0,0,127.693565,34.9368009
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,105동,주건축물,2000,공동주택,공동주택(아파트),92,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,101동,주건축물,2000,공동주택,공동주택(아파트),126,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,106동,주건축물,2000,공동주택,공동주택 (아파트),50,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,유치원동,주건축물,10000,교육연구시설,교육연구,0,0,1,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,109동,주건축물,2000,공동주택,공동주택(아파트),68,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,111동,주건축물,2000,공동주택,공동주택(아파트),102,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,112동,주건축물,2000,공동주택,공동주택(아파트),138,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,104동,주건축물,2000,공동주택,공동주택(아파트),68,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,103동,주건축물,2000,공동주택,공동주택(아파트),80,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,107동,주건축물,2000,공동주택,공동주택(아파트),100,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,상가동,주건축물,3000,제1종근린생활시설,교습소,0,0,21,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,108동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,102동,주건축물,2000,공동주택,공동주택(아파트),100,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1663번지,46230,10600,0,"""1663""","""0000""",금광1차아파트,110동,주건축물,2000,공동주택,공동주택(아파트),126,0,0,127.6901136,34.9347278
전라남도 광양시 중동 1665-2번지,46230,10600,0,"""1665""","""0002""",성호2차아파트,유치원동,주건축물,3000,제1종근린생활시설,"소매점,휴게음식점,사무소,주차장",0,0,3,127.6911047,34.9331528
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-8,부속건축물,2000,공동주택,지하주차장,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-1,부속건축물,2000,공동주택,지하주차장-1,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,207동,주건축물,2000,공동주택,아파트,167,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,201동,주건축물,2000,공동주택,아파트,506,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-3,부속건축물,2000,공동주택,지하주차장-3,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,208동,주건축물,2000,공동주택,아파트,143,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,202동,주건축물,2000,공동주택,아파트,511,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-10,부속건축물,2000,공동주택,지하주차장,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-11,부속건축물,2000,공동주택,지하주차장-11,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-7,부속건축물,2000,공동주택,지하주차장,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-6,부속건축물,2000,공동주택,지하주차장,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,"관리,노인정,보육시설,주민공동시설",부속건축물,2000,공동주택,"관리,노인정,보육시설",0,0,4,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,213동,주건축물,2000,공동주택,공동주택,275,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,214동,주건축물,2000,공동주택,공동주택,196,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-5,부속건축물,2000,공동주택,지하주차장,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,206동,주건축물,2000,공동주택,아파트,263,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,기계실,부속건축물,2000,공동주택,기계실,0,0,1,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,203동,주건축물,2000,공동주택,아파트,185,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,209동,주건축물,2000,공동주택,아파트,304,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,205동,주건축물,2000,공동주택,아파트,281,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,지하주차장-4,부속건축물,2000,공동주택,지하주차장-4,0,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,204동,주건축물,2000,공동주택,아파트,279,0,0,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,관리동,부속건축물,2000,공동주택,"노인정,독서실(문고),입주자회의실",0,0,3,127.690977,34.9321698
전라남도 광양시 중동 1665번지,46230,10600,0,"""1665""","""0000""",성호2차아파트,215동,주건축물,2000,공동주택,공동주택,188,0,0,127.690977,34.9321698
